Name,Temperature,Volume (ml),Calories (kcal),Caffeine (mg),Sugar (g),Fat (g),Sodium (mg),Price (KRW),Cafe,Category
ICE 카페 아메리카노,ICE,355.0,10.0,150.0,0.0,0.0,5.0,4700,스타벅스,커피
HOT 카페 아메리카노,HOT,355.0,10.0,150.0,0.0,0.0,5.0,4700,스타벅스,커피
ICE 카라멜 마키아또,ICE,355.0,190.0,75.0,22.0,4.6,110.0,6100,스타벅스,커피
HOT 카라멜 마키아또,HOT,355.0,200.0,75.0,22.0,5.0,130.0,6100,스타벅스,커피
ICE 카푸치노,ICE,355.0,110.0,75.0,9.0,3.5,90.0,5200,스타벅스,커피
HOT 카푸치노,HOT,355.0,110.0,75.0,8.0,3.0,70.0,5200,스타벅스,커피
HOT 라벤더 카페 브레베,HOT,355.0,400.0,105.0,30.0,22.0,140.0,7000,스타벅스,커피
HOT 바닐라 빈 라떼,HOT,355.0,245.0,210.0,27.0,6.0,150.0,7000,스타벅스,커피
ICE 사케라또 비안코 오버,ICE,355.0,270.0,315.0,14.0,18.0,45.0,7500,스타벅스,커피
HOT 스타벅스 1호점 카페 라떼,HOT,355.0,200.0,210.0,15.0,6.0,150.0,6500,스타벅스,커피
HOT 스타벅스 1호점 크림 라떼,HOT,355.0,215.0,210.0,19.0,12.0,25.0,7500,스타벅스,커피
HOT 스타벅스 돌체 라떼,HOT,355.0,215.0,150.0,32.0,2.0,190.0,6100,스타벅스,커피
ICE 라벤더 카페 브레베,ICE,355.0,335.0,105.0,27.0,18.0,110.0,7000,스타벅스,커피
ICE 바닐라 빈 라떼,ICE,355.0,155.0,210.0,20.0,2.9,75.0,7000,스타벅스,커피
ICE 스타벅스 1호점 카페 라떼,ICE,355.0,110.0,210.0,8.0,3.2,80.0,6500,스타벅스,커피
ICE 스타벅스 1호점 크림 라떼,ICE,355.0,215.0,210.0,19.0,12.0,25.0,7500,스타벅스,커피
ICE 스타벅스 돌체 라떼,ICE,355.0,190.0,150.0,28.0,2.0,140.0,6100,스타벅스,커피
ICE 인절미 크림 라떼,ICE,355.0,455.0,75.0,43.0,16.0,180.0,9000,스타벅스,커피
ICE 카페 라떼,ICE,355.0,110.0,75.0,8.0,3.5,75.0,5200,스타벅스,커피
HOT 인절미 크림 라떼,HOT,355.0,530.0,75.0,49.0,19.0,250.0,9000,스타벅스,커피
HOT 카페 라떼,HOT,355.0,180.0,75.0,13.0,5.0,115.0,5200,스타벅스,커피
HOT 에스프레소 위드 프렌치 바닐라,HOT,22.0,65.0,105.0,3.0,4.4,20.0,6000,스타벅스,커피
ICE 카페 모카,ICE,355.0,250.0,95.0,21.0,8.0,70.0,5700,스타벅스,커피
ICE 화이트 초콜릿 모카,ICE,355.0,300.0,75.0,31.0,10.0,150.0,6100,스타벅스,커피
HOT 카페 모카,HOT,355.0,290.0,95.0,25.0,9.0,105.0,5700,스타벅스,커피
HOT 클래식 민트 모카,HOT,355.0,335.0,210.0,43.0,0.7,200.0,8000,스타벅스,커피
HOT 화이트 초콜릿 모카,HOT,355.0,350.0,75.0,37.0,10.0,200.0,6100,스타벅스,커피
ICE 플랫 화이트,ICE,355.0,120.0,130.0,9.0,3.5,90.0,5800,스타벅스,커피
HOT 플랫 화이트,HOT,355.0,170.0,130.0,13.0,5.0,130.0,5800,스타벅스,커피
ICE 바닐라 스타벅스 더블 샷,ICE,207.0,125.0,150.0,14.0,4.5,30.0,5300,스타벅스,커피
HOT 블론드 바닐라 더블 샷 마키아또,HOT,355.0,315.0,170.0,31.0,12.0,130.0,6100,스타벅스,커피
ICE 사케라또 아포카토,ICE,355.0,290.0,210.0,30.0,10.0,70.0,7500,스타벅스,커피
HOT 스파클링 시트러스 에스프레소,ICE,355.0,65.0,105.0,15.0,0.0,5.0,7500,스타벅스,커피
ICE 블론드 바닐라 더블 샷 마키아또,ICE,207.0,195.0,170.0,22.0,6.0,65.0,6100,스타벅스,커피
HOT 에스프레소,HOT,22.0,5.0,75.0,0.0,0.0,0.0,3900,스타벅스,커피
ICE 커피 스타벅스 더블 샷,ICE,207.0,125.0,150.0,14.0,4.5,30.0,5300,스타벅스,커피
ICE 클래식 아포카토,ICE,355.0,240.0,210.0,18.0,10.0,70.0,7000,스타벅스,커피
ICE 헤이즐넛 스타벅스 더블 샷,ICE,207.0,125.0,150.0,14.0,4.5,30.0,5300,스타벅스,커피
ICE 인절미 제주 말차 크림 프라푸치노,ICE,355.0,442.0,37.0,50.0,11.0,330.0,8500,스타벅스,스무디/프라페
ICE 더블 에스프레소 칩 프라푸치노,ICE,355.0,225.0,130.0,18.0,13.0,170.0,6500,스타벅스,스무디/프라페
ICE 에스프레소 프라푸치노,ICE,355.0,110.0,120.0,17.0,1.1,150.0,5700,스타벅스,스무디/프라페
ICE 자바 칩 프라푸치노,ICE,355.0,285.0,100.0,30.0,6.0,180.0,6500,스타벅스,스무디/프라페
ICE 카라멜 프라푸치노,ICE,355.0,225.0,85.0,24.0,8.0,180.0,6100,스타벅스,스무디/프라페
ICE 딸기 글레이즈드 크림 프라푸치노,ICE,355.0,315.0,5.0,37.0,9.0,250.0,8500,스타벅스,스무디/프라페
ICE 송당R 자몽 망고 코코 프라푸치노,ICE,355.0,365.0,0.0,49.0,11.0,320.0,9500,스타벅스,스무디/프라페
ICE 제주 까망 크림 프라푸치노,ICE,355.0,505.0,0.0,48.0,8.0,380.0,7500,스타벅스,스무디/프라페
ICE 제주 말차 크림 프라푸치노,ICE,355.0,215.0,60.0,20.0,7.0,170.0,6500,스타벅스,스무디/프라페
ICE 제주 쑥떡 크림 프라푸치노,ICE,355.0,410.0,0.0,43.0,10.0,280.0,7500,스타벅스,스무디/프라페
ICE 초콜릿 크림 칩 프라푸치노,ICE,355.0,275.0,10.0,27.0,7.0,180.0,6200,스타벅스,스무디/프라페
ICE 화이트 타이거 프라푸치노,ICE,355.0,385.0,0.0,50.0,7.0,240.0,6500,스타벅스,스무디/프라페
ICE 망고 패션 티 블렌디드,ICE,473.0,150.0,0.0,29.0,0.0,105.0,5600,스타벅스,스무디/프라페
ICE 북한산 레몬 얼 그레이 블렌디드,ICE,473.0,110.0,8.0,25.0,0.1,10.0,9000,스타벅스,스무디/프라페
ICE 여수 바다 유자 블렌디드,ICE,473.0,145.0,0.0,34.0,0.0,10.0,9500,스타벅스,스무디/프라페
ICE 한라봉 천혜향 블렌디드,ICE,473.0,260.0,0.0,43.0,0.0,25.0,8000,스타벅스,스무디/프라페
ICE 딸기 딜라이트 요거트 블렌디드,ICE,473.0,275.0,0.0,36.0,3.9,105.0,6500,스타벅스,스무디/프라페
ICE 망고 바나나 블렌디드,ICE,473.0,290.0,0.0,45.0,0.9,130.0,6600,스타벅스,스무디/프라페
ICE 피치 망고 블렌디드,ICE,473.0,225.0,0.0,32.0,0.0,100.0,6900,스타벅스,스무디/프라페
ICE 스타벅스 판다 쿠키 블렌디드,ICE,473.0,310.0,0.0,47.0,8.0,220.0,7900,스타벅스,스무디/프라페
ICE 딸기 아사이 레모네이드 스타벅스 리프레셔,ICE,355.0,105.0,30.0,24.0,0.0,0.0,6100,스타벅스,주스/에이드/음료
ICE 딸기 아사이 레모네이드 스타벅스 리프레셔trenta,ICE,355.0,265.0,73.0,62.0,0.0,0.0,8300,스타벅스,주스/에이드/음료
ICE 라이트 핑크 자몽 피지오,ICE,355.0,70.0,0.0,17.0,0.0,0.0,6300,스타벅스,커피
ICE 리버 피치 피지오,ICE,355.0,155.0,0.0,22.0,0.0,45.0,9000,스타벅스,커피
ICE 여수 바다 자몽 피지오,ICE,355.0,250.0,0.0,45.0,0.0,105.0,9500,스타벅스,커피
ICE 의암호의 초록빛 자몽 피지오,ICE,355.0,130.0,0.0,28.0,0.0,45.0,9500,스타벅스,커피
ICE 제주팔삭 셔벗 피지오,ICE,355.0,165.0,0.0,38.0,0.0,5.0,9800,스타벅스,커피
ICE 제주팔삭 피지오,ICE,355.0,150.0,0.0,34.0,0.0,5.0,8400,스타벅스,커피
ICE 쿨 라임 피지오,ICE,355.0,105.0,110.0,25.0,0.0,20.0,6100,스타벅스,커피
ICE 인절미 제주 말차 라떼,ICE,355.0,353.0,52.0,34.0,11.0,170.0,7900,스타벅스,티
HOT 인절미 제주 말차 라떼,HOT,355.0,452.0,58.0,43.0,14.0,240.0,7900,스타벅스,티
HOT 민트 블렌드 티,HOT,355.0,0.0,0.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 민트 블렌드 티,ICE,355.0,0.0,0.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 얼 그레이 티,ICE,355.0,0.0,50.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 유스베리 티,ICE,355.0,0.0,20.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 유자 민트 티,ICE,355.0,95.0,0.0,22.0,0.0,5.0,6100,스타벅스,티
ICE 잉글리쉬 브렉퍼스트 티,ICE,355.0,0.0,40.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 제주 유기농 녹차로 만든 티,ICE,355.0,0.0,16.0,0.0,0.0,0.0,5300,스타벅스,티
ICE 제주 팔삭  자몽 허니 블랙티,ICE,355.0,140.0,27.0,38.0,0.0,5.0,7800,스타벅스,티
ICE 캐모마일 블렌드 티,ICE,355.0,0.0,0.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 히비스커스 블렌드 티,ICE,355.0,0.0,0.0,0.0,0.0,0.0,4500,스타벅스,티
HOT 얼그레이 티,HOT,355.0,0.0,70.0,0.0,0.0,0.0,4500,스타벅스,티
HOT 유스베리 티,HOT,355.0,0.0,20.0,0.0,0.0,0.0,4500,스타벅스,티
HOT 유자민트 티,HOT,355.0,140.0,0.0,33.0,0.0,10.0,6100,스타벅스,티
HOT 잉글리쉬 브렉퍼스트 티,HOT,355.0,0.0,70.0,0.0,0.0,0.0,4500,스타벅스,티
ICE 자몽 허니 블랙티,ICE,355.0,125.0,70.0,30.0,0.0,5.0,5900,스타벅스,티
HOT 제주 유기농 녹차로 만든 티,HOT,355.0,0.0,16.0,0.0,0.0,0.0,5300,스타벅스,티
HOT 제주팔삭  자몽 허니 블랙 티,HOT,355.0,140.0,70.0,38.0,0.0,5.0,7800,스타벅스,티
HOT 캐모마일 블렌드 티,HOT,355.0,0.0,0.0,0.0,0.0,0.0,4500,스타벅스,티
HOT 히비스커스 블렌드 티,HOT,355.0,0.0,0.0,0.0,0.0,0.0,4500,스타벅스,티
HOT 레드 파워 패션티,HOT,355.0,190.0,33.0,31.0,0.0,40.0,5900,스타벅스,티
HOT 레몬 캐모마일 블렌드 티,HOT,355.0,130.0,0.0,30.0,0.0,10.0,6900,스타벅스,티
ICE 복숭아 아이스 티 Trenta,ICE,355.0,255.0,70.0,34.0,0.0,75.0,8300,스타벅스,티
ICE 복숭아 아이스 티,ICE,355.0,110.0,30.0,15.0,0.0,35.0,6100,스타벅스,티
HOT 복숭아 티,HOT,355.0,160.0,70.0,21.0,0.0,50.0,6100,스타벅스,티
ICE 레몬 캐모마일 블렌드 티,ICE,355.0,130.0,0.0,30.0,0.0,10.0,6900,스타벅스,티
ICE 자몽 허니 블랙 티,ICE,355.0,125.0,30.0,30.0,0.0,5.0,5900,스타벅스,티
ICE 자몽 허니 블랙 티 Trenta,ICE,355.0,345.0,75.0,79.0,0.0,10.0,8100,스타벅스,티
HOT 말차 티라미수 라떼,HOT,355.0,415.0,75.0,39.0,15.0,230.0,9400,스타벅스,티
HOT 스타벅스 클래식 밀크 티,HOT,355.0,299.0,190.0,31.0,13.0,80.0,6100,스타벅스,티
ICE 스타벅스 클래식 밀크 티 보틀,ICE,355.0,485.0,195.0,51.0,21.0,130.0,13400,스타벅스,티
ICE 말차 티라미수 라떼,ICE,355.0,355.0,75.0,34.0,13.0,180.0,9400,스타벅스,티
ICE 스타벅스 클래식 밀크 티,ICE,355.0,198.0,80.0,21.0,9.0,50.0,6100,스타벅스,티
ICE 의암호의 보랏빛 라벤더 티 라떼,ICE,355.0,290.0,13.0,33.0,7.0,80.0,9500,스타벅스,티
ICE 제주 말차 라떼,ICE,355.0,155.0,60.0,16.0,3.6,95.0,6100,스타벅스,티
HOT 의암호의 보랏빛 라벤더 티 라떼,HOT,355.0,315.0,70.0,35.0,8.0,100.0,9500,스타벅스,티
HOT 제주 말차 라떼,HOT,355.0,205.0,60.0,20.0,5.0,130.0,6100,스타벅스,티
ICE 스타벅스 딸기 라떼,ICE,355.0,150.0,0.0,24.0,2.0,55.0,6500,스타벅스,주스/에이드/음료
ICE 딸기 콜드폼 초콜릿,ICE,355.0,255.0,5.0,45.0,2.0,110.0,8400,스타벅스,주스/에이드/음료
HOT 시그니처 초콜릿,HOT,355.0,410.0,15.0,39.0,15.0,135.0,5900,스타벅스,주스/에이드/음료
ICE 시그니처 초콜릿,ICE,355.0,280.0,15.0,22.0,13.0,100.0,5900,스타벅스,주스/에이드/음료
ICE 티라미수 초콜릿,ICE,355.0,36.0,10.0,38.0,12.0,140.0,9400,스타벅스,주스/에이드/음료
HOT 티라미수 초콜릿,HOT,355.0,440.0,10.0,44.0,15.0,210.0,9400,스타벅스,주스/에이드/음료
ICE 플러피 판다 아이스 초콜릿,ICE,355.0,415.0,0.0,39.0,16.0,150.0,6500,스타벅스,주스/에이드/음료
HOT 플러피 판다 초콜릿,HOT,355.0,470.0,0.0,48.0,17.0,160.0,6500,스타벅스,주스/에이드/음료
ICE 딸기 콜드폼 딸기 라떼,ICE,355.0,235.0,0.0,41.0,2.0,110.0,8400,스타벅스,주스/에이드/음료
HOT 스타벅스 슬래머,HOT,355.0,235.0,0.0,55.0,0.0,0.0,6500,스타벅스,주스/에이드/음료
HOT 스팀 우유,HOT,355.0,215.0,0.0,18.0,7.0,173.0,4100,스타벅스,주스/에이드/음료
ICE 우유,ICE,355.0,240.0,0.0,18.0,8.0,200.0,4100,스타벅스,주스/에이드/음료
ICE 제주팔삭 셔벗,ICE,355.0,95.0,0.0,22.0,0.0,5.0,7000,스타벅스,주스/에이드/음료
ICE ABC 클렌즈 190ML,ICE,190.0,90.0,0.0,16.0,0.1,45.0,4700,스타벅스,주스/에이드/음료
ICE 레몬 진저 클렌즈 190ML,ICE,190.0,100.0,0.0,16.0,0.1,0.0,4500,스타벅스,주스/에이드/음료
ICE 스퀴즈드 오렌지 주스 100ML,ICE,190.0,50.0,0.0,9.0,0.0,0.0,3800,스타벅스,주스/에이드/음료
ICE 케일 클렌즈 190ML,ICE,190.0,90.0,0.0,15.0,0.2,15.0,4700,스타벅스,주스/에이드/음료
ICE 딸기주스 190ML,ICE,190.0,110.0,0.0,25.0,0.0,30.0,4500,스타벅스,주스/에이드/음료
ICE 망고주스 190ML,ICE,190.0,117.0,0.0,23.0,0.0,15.0,4700,스타벅스,주스/에이드/음료
ICE 수박 주스 190ML,ICE,190.0,100.0,0.0,20.0,0.0,15.0,4500,스타벅스,주스/에이드/음료
ICE 유기농 오렌지 100 주스 190ML,ICE,190.0,95.0,0.0,20.0,0.0,5.0,4900,스타벅스,주스/에이드/음료
ICE 유기농 오렌지 100 주스 591ML,ICE,591.0,290.0,0.0,62.0,0.6,10.0,8900,스타벅스,주스/에이드/음료
ICE 케일사과주스 190ML,ICE,190.0,105.0,0.0,26.0,0.0,25.0,4000,스타벅스,주스/에이드/음료
ICE 한라봉주스 190ML,ICE,190.0,88.0,0.0,20.0,0.0,10.0,4700,스타벅스,주스/에이드/음료
ICE 햇사과 주스 190ML,ICE,190.0,113.0,0.0,27.0,0.0,10.0,4700,스타벅스,주스/에이드/음료
ICE 햇사과 주스 591ML,ICE,591.0,360.0,0.0,84.0,0.0,20.0,8900,스타벅스,주스/에이드/음료
ICE 딸기 가득 요거트 190ML,ICE,190.0,155.0,0.0,21.0,3.2,50.0,4100,스타벅스,주스/에이드/음료
ICE 블루베리 요거트 190ML,ICE,190.0,155.0,0.0,18.0,3.6,70.0,4500,스타벅스,주스/에이드/음료
ICE 유기농 스파클링 애플주스 296ML,ICE,296.0,180.0,0.0,39.0,0.0,0.0,4800,스타벅스,주스/에이드/음료
ICE 레드 파워 스매셔,ICE,355.0,370.0,25.0,67.0,0.0,40.0,6500,스타벅스,주스/에이드/음료
ICE 레드 파워 패션 티,ICE,355.0,190.0,33.0,31.0,0.0,40.0,5900,스타벅스,티
ICE 레드 파워 스매시 블렌디드,ICE,473.0,270.0,17.0,49.0,0.0,30.0,6500,스타벅스,스무디/프라페
HOT 별다방 블렌드 POC,HOT,355.0,5.0,340.0,0.0,0.0,0.0,5000,스타벅스,커피
ICE 별다방 블렌드 POC,ICE,355.0,5.0,195.0,0.0,0.0,0.0,5000,스타벅스,커피
HOT 별다방 블렌드 CMX,HOT,355.0,5.0,270.0,0.0,0.0,0.0,5000,스타벅스,커피
ICE 별다방 블렌드 CMX,ICE,355.0,5.0,220.0,0.0,0.0,0.0,5000,스타벅스,커피
ICE 리저브 막걸리향 크림 콜드 브루,ICE,355.0,300.0,60.0,32.0,13.0,60.0,11500,스타벅스,커피
HOT 리저브 인절미 크림 라떼,HOT,355.0,530.0,105.0,49.0,19.0,250.0,11500,스타벅스,커피
ICE 리저브 인절미 크림 라떼,ICE,355.0,455.0,105.0,43.0,16.0,180.0,11500,스타벅스,커피
HOT 블론드 아몬드 크림 오트 라떼,HOT,355.0,250.0,85.0,26.0,6.0,210.0,6500,스타벅스,커피
ICE 블론드 아몬드 크림 오트 라떼,ICE,355.0,230.0,85.0,25.0,5.0,180.0,6500,스타벅스,커피
HOT 블론드 헤이즐넛 클라우드 모카,HOT,355.0,290.0,95.0,31.0,9.0,130.0,6500,스타벅스,커피
ICE 블론드 헤이즐넛 클라우드 모카,ICE,355.0,230.0,95.0,26.0,7.0,75.0,6500,스타벅스,커피
HOT 블론드 플랫 화이트,HOT,355.0,170.0,150.0,13.0,5.0,130.0,5800,스타벅스,커피
ICE 블론드 플랫 화이트,ICE,355.0,120.0,150.0,9.0,3.5,90.0,5800,스타벅스,커피
HOT 블론드 카페 아메리카노,HOT,355.0,10.0,170.0,0.0,0.0,5.0,4700,스타벅스,커피
ICE 블론드 카페 아메리카노,ICE,355.0,10.0,170.0,0.0,0.0,5.0,4700,스타벅스,커피
HOT 블론드 카페 라떼,HOT,355.0,180.0,85.0,13.0,5.0,115.0,5200,스타벅스,커피
ICE 블론드 카페 라떼,ICE,355.0,110.0,85.0,8.0,3.5,75.0,5200,스타벅스,커피
HOT 블론드 스타벅스 돌체 라떼,HOT,355.0,215.0,170.0,32.0,2.0,190.0,6100,스타벅스,커피
ICE 블론드 스타벅스 돌체 라떼,ICE,355.0,190.0,170.0,28.0,2.0,140.0,6100,스타벅스,커피
HOT 블론드 카페 모카,HOT,355.0,355.0,105.0,25.0,9.0,105.0,5700,스타벅스,커피
ICE 블론드 카페 모카,ICE,355.0,250.0,105.0,21.0,8.0,70.0,5700,스타벅스,커피
HOT 블론드 카푸치노,HOT,355.0,110.0,85.0,8.0,3.0,70.0,5200,스타벅스,커피
ICE 블론드 카푸치노,ICE,355.0,110.0,85.0,9.0,3.5,90.0,5200,스타벅스,커피
HOT 블론드 카라멜 마키아또,HOT,355.0,200.0,85.0,22.0,5.0,130.0,6100,스타벅스,커피
ICE 블론드 카라멜 마키아또,ICE,355.0,190.0,85.0,22.0,4.6,110.0,6100,스타벅스,커피
HOT 블론드 화이트 초콜릿 모카,HOT,355.0,350.0,85.0,37.0,10.0,200.0,6100,스타벅스,커피
ICE 블론드 화이트 초콜릿 모카,ICE,355.0,300.0,85.0,31.0,10.0,150.0,6100,스타벅스,커피
ICE 블론드 커피 스타벅스 더블 샷,ICE,207.0,125.0,170.0,14.0,4.5,30.0,5300,스타벅스,커피
ICE 블론드 바닐라 스타벅스 더블 샷,ICE,207.0,125.0,170.0,14.0,4.5,30.0,5300,스타벅스,커피
ICE 블론드 헤이즐넛 스타벅스 더블 샷,ICE,207.0,125.0,170.0,14.0,4.5,30.0,5300,스타벅스,커피
HOT 블론드 에스프레소,HOT,22.0,5.0,85.0,0.0,0.0,0.0,3900,스타벅스,커피
HOT 블론드 에스프레소 마키아또,HOT,22.0,5.0,85.0,0.0,0.0,0.0,3900,스타벅스,커피
HOT 블론드 에스프레소 콘 파나,HOT,22.0,30.0,85.0,0.0,2.0,5.0,4100,스타벅스,커피
HOT 디카페인 아몬드 크림 오트 라떼,HOT,355.0,250.0,4.0,26.0,6.0,210.0,6800,스타벅스,디카페인
ICE 디카페인 아몬드 크림 오트 라떼,ICE,355.0,230.0,4.0,25.0,5.0,180.0,6800,스타벅스,디카페인
HOT 디카페인 헤이즐넛 클라우드 모카,HOT,355.0,290.0,14.0,31.0,9.0,130.0,6800,스타벅스,디카페인
ICE 디카페인 헤이즐넛 클라우드 모카,ICE,355.0,230.0,14.0,26.0,7.0,75.0,6800,스타벅스,디카페인
HOT 디카페인 플랫 화이트,HOT,355.0,170.0,10.0,13.0,5.0,130.0,6100,스타벅스,디카페인
ICE 디카페인 플랫 화이트,ICE,355.0,120.0,10.0,9.0,3.5,90.0,6100,스타벅스,디카페인
HOT 디카페인 카페 아메리카노,HOT,355.0,10.0,10.0,0.0,0.0,5.0,5000,스타벅스,디카페인
ICE 디카페인 카페 아메리카노,ICE,355.0,10.0,10.0,0.0,0.0,5.0,5000,스타벅스,디카페인
HOT 디카페인 카페 라떼,HOT,355.0,180.0,5.0,13.0,5.0,115.0,5500,스타벅스,디카페인
ICE 디카페인 카페 라떼,ICE,355.0,110.0,5.0,8.0,3.5,75.0,5500,스타벅스,디카페인
HOT 디카페인 스타벅스 돌체 라떼,HOT,355.0,215.0,10.0,32.0,2.0,190.0,6300,스타벅스,디카페인
ICE 디카페인 스타벅스 돌체 라떼,ICE,355.0,190.0,10.0,28.0,2.0,140.0,6300,스타벅스,디카페인
HOT 디카페인 카페 모카,HOT,355.0,355.0,25.0,25.0,9.0,105.0,6000,스타벅스,디카페인
ICE 디카페인 카페 모카,ICE,355.0,250.0,25.0,21.0,8.0,70.0,6000,스타벅스,디카페인
HOT 디카페인 카푸치노,HOT,355.0,110.0,5.0,8.0,3.0,70.0,5500,스타벅스,디카페인
ICE 디카페인 카푸치노,ICE,355.0,110.0,5.0,9.0,3.5,90.0,5500,스타벅스,디카페인
HOT 디카페인 카라멜 마키아또,HOT,355.0,200.0,5.0,22.0,5.0,130.0,6400,스타벅스,디카페인
ICE 디카페인 카라멜 마키아또,ICE,355.0,190.0,5.0,22.0,4.6,110.0,6400,스타벅스,디카페인
HOT 디카페인 화이트 초콜릿 모카,HOT,355.0,350.0,5.0,37.0,10.0,200.0,6400,스타벅스,디카페인
ICE 디카페인 화이트 초콜릿 모카,ICE,355.0,300.0,5.0,31.0,10.0,150.0,6400,스타벅스,디카페인
ICE 디카페인 커피 스타벅스 더블 샷,ICE,355.0,125.0,10.0,14.0,4.5,30.0,5600,스타벅스,디카페인
ICE 디카페인 바닐라 스타벅스 더블 샷,ICE,207.0,125.0,10.0,14.0,4.5,30.0,5600,스타벅스,디카페인
ICE 디카페인 헤이즐넛 스타벅스 더블 샷,ICE,207.0,125.0,10.0,14.0,4.5,30.0,5600,스타벅스,디카페인
HOT 디카페인 에스프레소,HOT,22.0,5.0,5.0,0.0,0.0,0.0,4200,스타벅스,디카페인
HOT 디카페인 에스프레소 마키아또,HOT,22.0,5.0,5.0,0.0,0.0,0.0,4200,스타벅스,디카페인
HOT 디카페인 에스프레소 콘 파나,HOT,22.0,30.0,5.0,0.0,2.0,5.0,4400,스타벅스,디카페인
HOT 12디카페인 카페 아메리카노,HOT,355.0,10.0,80.0,0.0,0.0,5.0,5000,스타벅스,디카페인
ICE 12디카페인 카페 아메리카노,ICE,355.0,10.0,80.0,0.0,0.0,5.0,5000,스타벅스,디카페인
HOT 12디카페인 카페 라떼,HOT,355.0,180.0,40.0,13.0,5.0,115.0,5500,스타벅스,디카페인
ICE 12디카페인 카페 라떼,ICE,355.0,110.0,40.0,8.0,3.5,75.0,5500,스타벅스,디카페인
HOT 12디카페인 스타벅스 돌체 라떼,HOT,355.0,215.0,80.0,32.0,2.0,190.0,6400,스타벅스,디카페인
ICE 12디카페인 스타벅스 돌체 라떼,ICE,355.0,190.0,80.0,28.0,2.0,140.0,6400,스타벅스,디카페인
HOT 12디카페인 카라멜 마키아또,HOT,355.0,200.0,40.0,22.0,5.0,130.0,6400,스타벅스,디카페인
ICE 12디카페인 카라멜 마키아또,ICE,355.0,190.0,40.0,22.0,4.6,110.0,6400,스타벅스,디카페인
HOT 12디카페인 플랫 화이트,HOT,355.0,170.0,70.0,13.0,5.0,130.0,6100,스타벅스,디카페인
ICE 12디카페인 플랫 화이트,ICE,355.0,120.0,70.0,9.0,3.5,90.0,6100,스타벅스,디카페인
ICE 12디카페인 커피 스타벅스 더블 샷,ICE,207.0,125.0,80.0,14.0,4.5,30.0,5600,스타벅스,디카페인
ICE 12디카페인 바닐라 스타벅스 더블 샷,ICE,207.0,125.0,80.0,14.0,4.5,30.0,5600,스타벅스,디카페인
ICE 12디카페인 헤이즐넛 스타벅스 더블 샷,ICE,207.0,125.0,80.0,14.0,4.5,30.0,5600,스타벅스,디카페인
HOT 12디카페인 카푸치노,HOT,355.0,110.0,40.0,8.0,3.0,70.0,5500,스타벅스,디카페인
ICE 12디카페인 카푸치노,ICE,355.0,110.0,40.0,9.0,3.5,90.0,5500,스타벅스,디카페인
HOT 12디카페인 에스프레소 콘 파냐,HOT,355.0,30.0,40.0,0.0,2.0,5.0,4400,스타벅스,디카페인
ICE 12디카페인 더블 에스프레소 칩 프라푸치노,ICE,355.0,225.0,80.0,18.0,13.0,170.0,6800,스타벅스,디카페인
ICE 12디카페인 에스프레소 프라푸치노,ICE,355.0,110.0,85.0,17.0,1.1,150.0,6000,스타벅스,디카페인
HOT 12디카페인 화이트 초콜릿 모카,HOT,355.0,350.0,40.0,37.0,10.0,200.0,6400,스타벅스,디카페인
ICE 12 디카페인 화이트 초콜릿 모카,ICE,355.0,300.0,40.0,31.0,10.0,150.0,6400,스타벅스,디카페인
HOT 12디카페인 에스프레소,HOT,355.0,5.0,40.0,0.0,0.0,0.0,4200,스타벅스,디카페인
HOT 12디카페인 에스프레소 마키아또,HOT,22.0,10.0,40.0,0.0,0.0,0.0,4200,스타벅스,디카페인
HOT 12디카페인 카페 모카,HOT,355.0,290.0,60.0,25.0,9.0,105.0,6000,스타벅스,디카페인
ICE 12디카페인 카페 모카,ICE,355.0,250.0,60.0,21.0,8.0,70.0,6000,스타벅스,디카페인
HOT 12디카페인 아몬드 크림 오트 라떼,HOT,355.0,250.0,37.0,26.0,6.0,210.0,6800,스타벅스,디카페인
ICE 12디카페인 아몬드 크림 오트 라떼,ICE,355.0,230.0,37.0,25.0,5.0,180.0,6800,스타벅스,디카페인
HOT 12디카페인 헤이즐넛 클라우드 모카,HOT,355.0,290.0,50.0,31.0,9.0,130.0,6800,스타벅스,디카페인
ICE 12디카페인 헤이즐넛 클라우드 모카,ICE,355.0,230.0,50.0,26.0,7.0,75.0,6800,스타벅스,디카페인
HOT 12디카페인 인절미 크림 라떼,HOT,355.0,530.0,40.0,49.0,19.0,250.0,9300,스타벅스,디카페인
ICE 12디카페인 인절미 크림 라떼,ICE,355.0,455.0,40.0,43.0,16.0,180.0,9300,스타벅스,디카페인
ICE 카페 모카,ICE,355.0,243.0,101.0,34.0,4.0,226.0,6600,커피빈,커피
HOT 카페 모카,HOT,355.0,286.0,101.0,39.0,4.0,281.0,6600,커피빈,커피
HOT 브라운 마끼아토네,HOT,148.0,121.0,99.0,14.0,3.0,60.0,5600,커피빈,커피
HOT 마끼아토네,HOT,148.0,89.0,99.0,6.0,3.0,60.0,5600,커피빈,커피
ICE 바닐라빈 오트 라떼,ICE,355.0,171.0,99.0,19.0,0.0,73.0,6100,커피빈,커피
